code,name,name_eng,price,shares_common,mcap_common,mcap_total,corp_code,induty_code,fiscal_month,fs_div,currency,fin_rule,net_income_parent,equity_parent,net_income_parent_prior,equity_parent_prior,dps_common,eps_reported,payout_reported_pct,valueup_plan,valueup_first_plan_date,valueup_first_preview_date,valueup_filings,is_financial
030190,NICE평가정보,"NICE Information Service Co., Ltd.",15590,58268741,908409672190,908409672190,00158325,63991,12,CFS,KRW,standard,77165549360.0,463851957374.0,76108000803.0,411950770230.0,510.0,1317.0,38.2,True,20250423,,3,False
071320,지역난방공사,KOREA DISTRICT HEATING CORPORATION,78200,11578744,905457780800,905457780800,00159698,35300,12,CFS,KRW,standard,338886000000.0,2301416000000.0,210167000000.0,2267100000000.0,6157.0,26268.0,21.0,True,20241226,20240823,4,False
185750,종근당,Chong Kun Dang Pharmaceutical Corp.,64900,13802780,895800422000,895800422000,00992871,212,12,CFS,KRW,standard,77508541109.0,1003754624298.0,109072842041.0,893968875278.0,500.0,5882.0,8.5,False,,,0,False
005300,롯데칠성,"LOTTE CHILSUNG BEVERAGE CO.,LTD",95800,9278884,888917087200,939467299200,00120571,11209,12,CFS,KRW,standard,47225968028.0,1521797341877.0,59101609655.0,1498899096691.0,3400.0,4697.0,72.4,True,20241016,,2,False
000370,한화손해보험,"Hanwha General Insurance Co., Ltd.",7610,116738915,888383143150,888383143150,00135917,65121,12,CFS,KRW,standard,299017018000.0,2669558297000.0,343005703000.0,2866527338000.0,0.0,1858.0,0.0,False,,,0,True
034230,파라다이스,"PARADISE.Co.,Ltd.",9540,92629382,883684304280,883684304280,00171265,91249,12,CFS,KRW,standard,94356432212.0,1723898099284.0,75553488659.0,1635744104531.0,150.0,1087.0,13.9,True,20250328,,1,False
077970,STX엔진,"STX Engine Co,.Ltd",21950,40148063,881249982850,881249982850,00480455,29111,12,CFS,KRW,standard,68948215486.0,342971092433.0,27215787172.0,276569773273.0,0.0,1793.0,0.0,False,,,0,False
009450,경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",60200,14568592,877029238400,877029238400,00101488,28520,12,CFS,KRW,alt NI id,89698872406.0,770495485591.0,124340920975.0,695417009624.0,750.0,6206.0,12.08,False,,,0,False
003570,SNT다이내믹스,"SNT DYNAMICS CO.,Ltd",26050,33252697,866232756850,866232756850,00134477,30331,12,CFS,KRW,standard,61574936460.0,866792976548.0,96131825495.0,790344489614.0,1800.0,2696.0,67.1,True,20260303,,1,False
285130,SK케미칼,"SK Chemicals Co., Ltd.",50000,17298766,864938300000,918564425150,01267170,20202,12,CFS,KRW,standard,44645811433.0,2259328664799.0,8838745406.0,2200693238164.0,1150.0,2306.0,50.1,True,20260325,,1,False
079160,CJ CGV,"CJ CGV CO.,LTD.",5180,165582797,857718888460,857718888460,00303873,59141,12,CFS,KRW,standard,-143794624591.0,570202441570.0,-171035292991.0,691676694935.0,0.0,-964.0,0.0,False,,,0,False
003470,유안타증권,"Yuanta Securities Korea Co., Ltd.",4410,192680102,849719249820,904039458620,00117601,66121,12,CFS,KRW,standard,95631538000.0,1905932821000.0,73049835000.0,1634308431000.0,220.0,443.0,48.0,True,20241210,,2,True
004490,세방전지,"SEBANG GLOBAL BATTERY CO.,LTD",59300,13860000,821898000000,821898000000,00133858,28202,12,CFS,KRW,standard,141070751329.0,1624569598302.0,169418300596.0,1469354210786.0,2650.0,10646.0,25.01,True,20251127,,2,False
006110,삼아알미늄,"SAMA ALUMINIUM CO.,LTD",53900,15123455,815154224500,815154224500,00126779,24222,12,CFS,KRW,standard,-24888579643.0,217939022961.0,-9355451369.0,243610317884.0,25.0,-1692.0,,False,,,0,False
000670,영풍,YOUNGPOONG CORPORATION,43300,18410683,797182573900,797182573900,00141307,24213,12,CFS,KRW,standard,-8302537183.0,3596920882242.0,-252140554081.0,3588874693479.0,5.0,-464.0,-1.07,False,,,0,False
100840,SNT에너지,"SNTEnergy Co.,Ltd.",36700,20680783,758984736100,758984736100,00648721,29176,12,CFS,KRW,standard,84373067879.0,364744033303.0,34636527846.0,306281786285.0,1150.0,4270.0,26.9,True,20260303,,1,False
005690,파미셀,"Pharmicell Co.,Ltd.",12540,60004014,752450335560,752450335560,00145163,262,12,OFS,KRW,OFS totals,40288986397.0,123877690491.0,6331277009.0,86439169857.0,50.0,,,False,,,0,False
005180,빙그레,"BINGGRAE CO.,LTD",84300,8841801,745363824300,745363824300,00124726,104,12,CFS,KRW,standard,55565434852.0,743761731819.0,103226927609.0,721843501869.0,3300.0,6284.0,52.5,True,20260304,,1,False
036530,SNT홀딩스,"SNT Holdings CO.,LTD ",45500,16303886,741826813000,741826813000,00225159,64992,12,CFS,KRW,standard,129921212176.0,1378207193892.0,142933657592.0,1236309485655.0,3000.0,8924.0,33.85,True,20260303,,1,False
137310,에스디바이오센서,SD BIOSENSOR  INC.,6070,120749102,732947049140,732947049140,00854997,27112,12,CFS,KRW,standard,-512106082396.0,2329681445818.0,-98410897573.0,2923334168429.0,200.0,-4346.0,,False,,,0,False
499790,GS피앤엘,"GS P&L Co., Ltd.",36700,19830841,727791864700,727791864700,01882845,64992,12,CFS,KRW,standard,19371206401.0,854876608787.0,-932209821.0,836533853138.0,350.0,979.0,35.7,True,20260319,,1,False
214320,이노션,INNOCEAN WORLDWIDE INC.,18050,40000000,722000000000,722000000000,00565154,71310,12,CFS,KRW,standard,91762335304.0,1064713851835.0,100252830933.0,1001998693589.0,1175.0,2294.0,51.2,True,20260319,,1,False
298050,HS효성첨단소재,HS HYOSUNG ADVANCED MATERIALS,159500,4479948,714551706000,714551706000,01316254,205,12,CFS,KRW,standard,-21639256726.0,807642101887.0,49836702564.0,1044552575520.0,2500.0,-4843.0,,False,,,0,False
094800,맵스리얼티,MIRAEASSET MAPS REALTY INVESTMENT COMPANY,7690,92834331,713896005390,713896005390,00600013,642,12,,,,,,,,,,,False,,,0,True
003850,보령,Boryung Corporation,8280,85787207,710318073960,710318073960,00123143,212,12,CFS,KRW,standard,64302934599.0,845502782078.0,69633253502.0,784503260930.0,160.0,766.0,21.02,False,,,0,False
100090,SK오션플랜트,"SK oceanplant Co.,Ltd",11360,62478129,709751545440,709751545440,00480367,2413,12,CFS,KRW,standard,37796105089.0,814544413186.0,16389910603.0,708802695144.0,0.0,625.0,0.0,False,,,0,False
005090,SGC에너지,"SGC Energy Co.,Ltd.",48900,14409333,704616383700,704616383700,00125150,351,12,CFS,KRW,standard,-61375064482.0,701160432134.0,65014185123.0,757610118749.0,1300.0,-4260.0,,False,,,0,False
456040,OCI,OCI Company Ltd.,76900,8952495,688446865500,688446865500,01760738,20129,12,CFS,KRW,standard,-62613349000.0,1126635714000.0,96033037000.0,1207710151000.0,0.0,-6994.0,0.0,False,,,0,False
090460,비에이치,"BHCo.,Ltd.",20250,33711538,682658644500,682658644500,00447609,2622,12,CFS,KRW,standard,31028277613.0,748414496807.0,67029049848.0,715074016238.0,250.0,991.0,26.15,False,,,0,False
064960,SNT모티브,"SNT MOTIV CO.,LTD",25500,26540272,676776936000,676776936000,00398792,303,12,CFS,KRW,standard,69627574785.0,1013770948783.0,104345991126.0,984795341182.0,1700.0,2921.0,58.2,True,20260303,,1,False
268280,미원에스씨,"Miwon Specialty Chemical Co., Ltd.",133600,5000000,668000000000,668000000000,01234297,201,12,CFS,KRW,"no NCI, NI = total NI",61302751052.0,448498102489.0,54566854188.0,406341856929.0,3200.0,12662.0,25.2,True,20260320,,1,False
002960,한국쉘석유,"HANKOOK SHELL OIL CO.,LTD",510000,1300000,663000000000,663000000000,00158149,19221,12,OFS,KRW,OFS totals,48227962489.0,140361831154.0,36654972144.0,127275601718.0,36000.0,,,True,20260330,,1,False
069260,TKG휴켐스,"TKG Huchems Co.,Ltd.",16200,40878588,662233125600,662233125600,00426086,2049,12,CFS,KRW,standard,59907479411.0,902131284831.0,77655464459.0,867980071112.0,1000.0,1561.0,64.8,True,20260326,,1,False
005880,대한해운,KOREA LINE CORPORATION,1986,322747340,640976217240,640976217240,00113535,50112,12,CFS,KRW,standard,180205305119.0,2157268023936.0,162090224993.0,2019939938796.0,0.0,560.0,0.0,False,,,0,False
001570,금양,"KUMYANG CO.,LTD",9900,63967196,633275240400,633275240400,00106119,201,12,CFS,KRW,standard,-65798112946.0,458782762542.0,-140110721569.0,489922825099.0,0.0,-1071.0,0.0,False,,,0,False
093050,LF,LF Corp.,21650,29240000,633046000000,633046000000,00593032,14111,12,CFS,KRW,standard,98892646618.0,1630803463666.0,75471464161.0,1571705372065.0,700.0,3646.0,18.9,False,,,0,False
017940,E1,E1 Corporation,91700,6860000,629062000000,629062000000,00165583,46713,12,CFS,KRW,standard,104790066993.0,2022023758134.0,69978171352.0,1940259222436.0,4550.0,18124.0,25.1,True,20260327,,1,False
453340,현대그린푸드,"HYUNDAI GREEN FOOD CO., LTD",19340,32471587,628000492580,628000492580,01721809,471,12,CFS,KRW,standard,87177163000.0,729519039000.0,74041687000.0,670079872000.0,676.0,2654.0,25.21,True,20241107,,3,False
000400,롯데손해보험,"Lotte Non-Life Insurance Co., Ltd.",2015,310336320,625327684800,625327684800,00113562,65121,12,OFS,KRW,OFS totals,51331000000.0,613504000000.0,24222000000.0,794239000000.0,0.0,158.0,0.0,False,,,0,True
001060,JW중외제약,JW PHARMACEUTICAL,26850,23285930,625227220500,643376274850,00149947,212,12,CFS,KRW,equity = total - NCI,61511192817.0,369369598685.0,65040120873.0,329486740925.0,650.0,2534.0,25.5,True,20250421,,2,False
000640,동아쏘시오홀딩스,"Dong-A Socio Holdings Co.,Ltd",92600,6732527,623432000200,623432000200,00116824,64992,12,CFS,KRW,standard,90944551526.0,1136697422982.0,58022061478.0,1049611141125.0,1700.0,14130.0,12.14,False,,,0,False
248070,솔루엠,"SOLUM CO., LTD.",13000,47816236,621611068000,621611068000,01159233,2629,12,CFS,KRW,standard,13443384959.0,548018242283.0,39515509849.0,433686183870.0,75.0,281.0,47.51,True,20260401,,1,False
383800,LX홀딩스,LX Holdings Corp.,8130,76280690,620162009700,631063730100,01562589,64992,12,CFS,KRW,standard,135595000000.0,2000182000000.0,160279000000.0,1869328000000.0,290.0,1745.0,16.6,False,,,0,False
079900,전진건설로봇,"JUNJIN CONSTRUCTION & ROBOT CO., LTD.",42300,14592545,617264653500,617264653500,00372129,292,12,CFS,KRW,standard,31538415082.0,155476734973.0,31342303551.0,150994898074.0,1389.0,2172.0,64.0,True,20260327,,1,False
001680,대상,DAESANG CORPORATION,17810,34648025,617081325250,636826238680,00121941,108,12,CFS,KRW,standard,-304248500176.0,1070920927612.0,95184559840.0,1421433807108.0,850.0,-8447.0,,False,,,0,False
002840,미원상사,"MIWON COMMERCIAL CO.,LTD",136600,4500000,614700000000,614700000000,00121932,204,12,CFS,KRW,equity = total - NCI,43521733029.0,416384564328.0,50549440013.0,400463662799.0,2400.0,9449.0,25.16,True,20260324,,1,False
317450,명인제약,"MYUNGIN PHARM.CO., LTD",42000,14600000,613200000000,613200000000,00179489,21212,12,CFS,KRW,standard,81435216634.0,794378106390.0,68670651454.0,531820520796.0,1500.0,6718.0,26.89,True,20260327,,1,False
014820,동원시스템즈,Dongwon Systems Corporation,20800,28991282,603018665600,606636986300,00132637,222,12,CFS,KRW,standard,53673113010.0,862085652205.0,72413981495.0,835097773041.0,600.0,1834.0,32.73,True,20250411,,2,False
108320,LX세미콘,"LX Semicon Co., Ltd.",36550,16264300,594460165000,594460165000,00525934,2612,12,CFS,KRW,standard,82633081344.0,1125606564582.0,130509153930.0,1079586526506.0,1500.0,5081.0,29.5,False,,,0,False
006650,대한유화,"KOREA PETRO CHEMICAL IND CO.,LTD",90800,6500000,590200000000,590200000000,00260383,20111,12,CFS,KRW,standard,31707515763.0,1834934631352.0,-8528518983.0,1807642130951.0,1300.0,5134.0,25.3,True,20260313,,1,False
017900,광전자,AUK CORP,9880,57943763,572484378440,572484378440,00152729,2612,12,CFS,KRW,standard,4256503122.0,240951214682.0,10548458386.0,239043668272.0,50.0,85.0,59.2,True,20260327,,1,False
025540,한국단자,"KOREA ELECTRIC TERMINAL CO.,LTD",56000,10115000,566440000000,566440000000,00157070,2812,12,CFS,KRW,standard,105999570000.0,1161482308000.0,142210654000.0,1076096945000.0,3200.0,10443.0,30.49,True,20260320,,1,False
075580,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",9960,56849456,566220581760,566220581760,00415628,31114,12,CFS,KRW,standard,50680948614.0,228470597668.0,11350707867.0,187779700593.0,225.0,891.0,21.4,True,20260331,,1,False
033240,자화전자,"JAHWA ELECTRONICS CO.,LTD",25800,21605502,557421951600,557421951600,00146861,26292,12,CFS,KRW,standard,47130953122.0,444654820562.0,16619189828.0,400535743755.0,0.0,2284.0,0.0,False,,,0,False
192650,드림텍,"DREAMTECH CO.,LTD.",8450,65886829,556743705050,556743705050,00415646,2629,12,CFS,KRW,standard,92224338.0,371253161502.0,3889168877.0,406158780438.0,0.0,1.0,0.0,True,20241030,,3,False
016380,KG스틸,"KG DONGBUSTEEL CO., LTD.",5550,100008897,555049378350,555049378350,00115676,24122,12,CFS,KRW,standard,135114344324.0,2056207915880.0,133372612713.0,1961290470885.0,300.0,1379.0,21.8,True,20250211,,1,False
114090,GKL,"Grand Korea Leisure Co.,Ltd",8860,61855670,548041236200,548041236200,00557508,91249,12,CFS,KRW,standard,47072361742.0,441452020522.0,33060332413.0,413545764357.0,414.0,761.0,54.4,True,20260330,,1,False
002350,넥센타이어,NEXEN TIRE CORPORATION,5590,97667877,545963432430,571573432430,00173874,221,12,CFS,KRW,standard,150831871349.0,2049843708852.0,126365075538.0,1862206390174.0,200.0,1469.0,13.7,False,,,0,False
0220W0,한화머시너리앤서비스홀딩스,"Hanwha Machinery & Service Holdings Co., Ltd",6400,84515535,540899424000,599524491200,02042949,64992,12,,,,,,,,,,,False,,,0,False
003300,한일홀딩스,"HANIL HOLDINGS CO.,LTD.",17510,30831444,539858584440,539858584440,00162993,23311,12,CFS,KRW,standard,31568668948.0,1679508026254.0,118763549838.0,1630533886513.0,1000.0,1024.0,97.66,True,20260319,,1,False
284740,쿠쿠홈시스,"CUCKOO HOMESYS CO.,LTD",24000,22437330,538495920000,538495920000,01267684,762,12,CFS,KRW,standard,119513787746.0,1084631130175.0,127047190250.0,958420242812.0,1200.0,5330.0,22.51,False,,,0,False
001270,부국증권,"BOOKOOK SECURITIES CO.,LTD",51800,10369886,537160094800,627310094800,00123772,66121,12,CFS,KRW,standard,,833182393220.0,,770195668043.0,2400.0,5109.0,47.14,True,20260330,,1,True
001510,SK증권,"SK SECURITIES CO.,LTD",2320,231295085,536604597200,544429625200,00131850,66121,12,CFS,KRW,standard,28818770574.0,602394974044.0,-82546404429.0,550995937275.0,0.0,69.0,0.0,False,,,0,True
452260,한화갤러리아,HANWHA GALLERIA CORPORATION,2765,193859610,536021821650,549266204850,01722437,47111,12,CFS,KRW,standard,3312714308.0,824636627293.0,-17523111686.0,805068748083.0,0.0,17.0,0.0,False,,,0,False
336370,솔루스첨단소재,Solus Advanced Materials Co. Ltd.,7620,70212298,535017710760,568577311600,01412822,26299,12,CFS,KRW,standard,-66861549709.0,689374929924.0,4640738684.0,772199505536.0,0.0,-736.0,5.9,True,20260428,,1,False
178920,PI첨단소재,"PI Advanced Materials Co., Ltd.",18200,29366322,534467060400,534467060400,00767460,2221,12,OFS,KRW,OFS totals,30385165747.0,355154473586.0,22271672089.0,335159977783.0,350.0,1035.0,,False,,,0,False
005810,풍산홀딩스,POONGSAN HOLDINGS CORPORATION,36750,14417292,529835481000,529835481000,00155531,64992,12,CFS,KRW,standard,74442846379.0,1162602582658.0,99668419622.0,1105236664785.0,1600.0,5389.0,29.5,True,20260323,,1,False
004710,한솔테크닉스,"Hansol Technics Co., Ltd",9900,53043517,525130818300,525130818300,00157399,26299,12,CFS,KRW,standard,-13704297504.0,301193640096.0,6716935212.0,367723900659.0,100.0,-436.0,566.92,False,,,0,False
001530,DI동일,DI DONG IL CORPORATION,25100,20715621,519962087100,519962087100,00118345,46103,12,CFS,KRW,standard,-9732373079.0,518391105714.0,1597064942.0,560652809889.0,100.0,-492.0,,True,20250310,,1,False
007700,F&F홀딩스,"F&F Holdings Co., Ltd.",13280,39114367,519438793760,519438793760,00126487,64992,12,CFS,KRW,standard,125724901800.0,2312118904091.0,106955966802.0,2208224262472.0,500.0,3218.0,15.54,True,20260630,,1,False
009410,태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,1618,319453137,516875175666,520937513166,00153861,41221,12,CFS,KRW,standard,63818016182.0,607581444685.0,34975507413.0,524267319131.0,0.0,191.0,0.0,False,,,0,False
058650,세아홀딩스,SEAH HOLDINGS CORP,127400,4055236,516637066400,516637066400,00377610,241,12,CFS,KRW,standard,64614677887.0,2220326715761.0,33257985951.0,2197926383845.0,4300.0,16587.0,25.4,True,20241121,20240913,4,False
019170,신풍제약,"SHINPOONG PHARMACEUTICAL CO.,LTD",9250,52418522,484871328500,512449864000,00137359,212,12,CFS,KRW,standard,8825117551.0,269974999795.0,-15387261008.0,256820523467.0,0.0,172.0,0.0,False,,,0,False
